"Villa Khaleesi","A0015","2","2","E0000","0","0","0","0","0"
"Family Circus","A0013","2","1","E0000","0","0","0","0","0"
"Gatra's Ubud Inn","A0004","4","0","E0000","0","0","0","0","0"
"Gravity Villa","A0013","2","0","E0000","0","0","0","0","0"
"Jubilee GuestHouse","A0003","4","2","E0000","0","0","0","0","0"
"Villa Singa","A0009","2","0","E0000","0","0","0","0","0"
"Kubu Nyang Nyang","A0002","4","1","E0000","0","0","0","0","0"
"Kutuh Manak","A0013","4","1","E0000","0","0","0","0","0"
"White Coconut","A0014","4","2","E0000","0","0","0","0","0"
"Like at Home","A0009","4","2","E0000","0","0","0","0","0"
"Mandala House","A0003","2","1","E0000","0","0","0","0","0"
"Moyo & Son Surf Stay","A0008","4","1","E0012","0","0","0","0","0"
"Ndalem Natan","A0001","4","1","E0000","0","0","0","0","0"
"Dago Butik Apartment","A0006","3","1","E0010","0","0","0","0","0"
"NDBV Lot 6","A0012","2","1","E0000","0","0","0","0","0"
"Padang Padang View","A0013","4","1","E0000","0","0","0","0","0"
"Pondok Lulik","A0003","4","1","E0000","0","0","0","0","0"
"Puri Langenarjan","A0001","4","1","E0003","0","0","0","0","0"
"Rama Village","A0003","5","1","E0000","0","0","0","0","0"
"Rumah Eyang","A0001","4","1","E0011","0","0","0","0","0"
"Sahid Residence","A0005","4","1","E0000","0","0","0","0","0"
"Santosha Ubud","A0004","4","2","E0000","0","0","0","0","0"
"Serpong Greenview Apartment","A0005","3","1","E0010","0","0","0","0","0"
"Sleeping Buddha","A0004","2","1","E0000","0","0","0","0","0"
"Suparsa Guesthouse","A0004","4","0","E0000","0","0","0","0","0"
"Taman Bintang","A0004","4","1","E0000","0","0","0","0","0"
"Tembi Rumah Budaya","A0001","4","1","E0000","0","0","0","0","0"
"The Hideaway","A0003","4","1","E0000","0","0","0","0","0"
"808 Residence","A0003","5","2","E0000","0","0","0","0","0"
"The Pakis Hostel","A0004","4","1","E0000","0","0","0","0","0"
"Villa Amelle","A0003","4","2","E0000","0","0","0","0","0"
"Tirtha Canggu Suites","A0003","4","1","E0000","0","0","0","0","0"
"Asri Guest House","A0003","4","1","E0000","0","0","0","0","0"
"Uluwatu Cottages","A0002","5","1","E0000","0","0","0","0","0"
"Balangan Sleep Well","A0009","2","1","E0000","0","0","0","0","0"
"Villa 9 Nelayan","A0003","4","1","E0000","0","0","0","0","0"
"Basura","A0005","4","0","E0000","0","0","0","0","0"
"Villa AKL","A0003","2","1","E0000","0","0","0","0","0"
"The Jepun Bingin","A0008","4","1","E0000","0","0","0","0","0"
"Villa Ayunan","A0008","2","1","E0000","0","0","0","0","0"
"Blue Garden","A0001","4","2","E0000","0","0","0","0","0"
"Villa Be Home","A0011","2","1","E0000","0","0","0","0","0"
"Canggu Suite","A0003","4","2","E0000","0","0","0","0","0"
"Pondok Ijo","A0001","2","1","E0003","0","0","0","0","0"
"Cemara Indah","A0000","5","2","E0000","0","0","0","0","0"
"Villa Driftwood","A0003","2","2","E0000","0","0","0","0","0"
"D'Java Guest House","A0001","4","1","E0000","0","0","0","0","0"
"D'Padang","A0013","4","1","E0000","0","0","0","0","0"
"Dhuna Homestay","A0003","4","1","E0000","0","0","0","0","0"
"Emerald Villas","A0000","2","2","E0000","0","0","0","0","0"
"Gangga Guesthouse","A0003","4","1","E0000","0","0","0","0","0"
"Gondang Legi Villas","A0001","5","1","E0003","0","0","0","0","0"
"Jepun Sari","A0008","4","1","E0000","0","0","0","0","0"
"Kiskenda Cottages","A0004","4","0","E0000","0","0","0","0","0"
"Kusuma Guest House","A0003","4","1","E0007","5","0","0","0","0"
"Villa Tykhe","A0015","2","2","E0000","0","0","0","0","0"
"La Joya Biubiu","A0009","5","1","E0000","0","0","0","0","0"
"Lemon Guesthouse","A0003","4","2","E0000","0","0","0","0","0"
"Maha Ungasan","A0011","5","1","E0000","0","0","0","0","0"
"ME Villa","A0003","2","1","E0000","0","0","0","0","0"
"NDBV Lot 3","A0012","2","1","E0000","0","0","0","0","0"
"Omah Lila","A0001","2","1","E0000","0","0","0","0","0"
"Pejaten Valley","A0005","4","2","E0000","0","0","0","0","0"
"Puri Kelapa","A0002","4","1","E0000","0","0","0","0","0"
"Puri Sabina","A0010","4","1","E0000","0","0","0","0","0"
"Royal Majestic Villa","A0010","2","2","E0000","0","0","0","0","0"
"Rumah Teteh","A0001","1","1","E0003","0","0","0","0","0"
"Sanata Yoga Guesthouse","A0003","4","1","E0000","0","0","0","0","0"
"Secret Garden","A0008","2","2","E0000","0","0","0","0","0"
"Sisin Uma Homestay","A0003","4","2","E0000","0","0","0","0","0"
"Sunset Condotel Kuta","A0016","4","2","E0000","0","0","0","0","0"
"Taman Amertha","A0004","4","2","E0000","0","0","0","0","0"
"The Gong","A0002","4","1","E0000","0","0","0","0","0"
"Redsalt","A0003","5","1","E0000","5","0","0","0","0"
"The Khama Villas","A0001","2","1","E0000","0","0","0","0","0"
"Villa Ambalama","A0018","2","1","E0000","0","0","0","0","0"
"Three Monkeys","A0002","5","1","E0003","0","0","0","0","0"
"Armaya Homestay","A0002","4","0","E0000","0","0","0","0","0"
"Ubud Indah","A0004","2","0","E0000","0","0","0","0","0"
"Balangan Cottages","A0009","4","1","E0000","0","0","0","0","0"
"V Residence","A0005","4","2","E0010","0","0","0","0","0"
"Bangka Suites","A0005","4","1","E0010","0","0","0","0","0"
"Villa Akilea","A0002","2","1","E0000","0","0","0","0","0"
,"A0008","4","0","E0000","0","0","0","0","0"
"Villa Asmara","A0008","2","1","E0000","0","0","0","0","0"
"Biubiu Kumala S01","A0009","2","1","E0000","0","0","0","0","0"
"Villa Bambu","A0014","2","2","E0000","0","0","0","0","0"
"Buana Homestay","A0004","4","1","E0000","0","0","0","0","0"
"Villa Bingin Luna","A0008","2","1","E0000","0","0","0","0","0"
"Casa Bianca","A0003","2","2","E0000","2","0","0","0","0"
"Villa Cerita Indah","A0008","2","1","E0000","0","0","0","0","0"
"D'Java Lempuyangan","A0001","1","1","E0011","0","0","0","0","0"
"D'Java Monjali","A0001","1","1","E0011","0","0","0","0","0"
"Villa Indigo","A0008","2","2","E0000","0","0","0","0","0"
"De Kutuh Villa","A0011","2","1","E0000","0","0","0","0","0"
"Elements Social House","A0003","4","2","E0000","0","0","0","0","0"
"Gandaria Height Apartment","A0005","4","1","E0000","0","0","0","0","0"
"Gili Teak","A0014","4","2","E0000","0","0","0","0","0"
"Villa Moyo","A0003","2","0","E0000","0","0","0","0","0"
"Hyarta Residence","A0001","2","1","E0003","0","0","0","0","0"
"Kembang Kuning","A0008","4","1","E0000","0","0","0","0","0"
"Villa Sotis","A0003","2","1","E0000","0","0","0","0","0"
"Kukuh House","A0004","4","2","E0000","0","0","0","0","0"
"Villa Tropicana","A0003","2","2","E0000","0","0","0","0","0"
"La Joya 1","A0009","5","1","E0000","0","0","0","0","0"
"Vivo Villas","A0000","2","2","E0000","0","0","0","0","0"
"Lebak Residence","A0003","4","1","E0000","0","0","0","0","0"
"Maha Lahksmi","A0004","4","2","E0000","0","0","0","0","0"
"Sartika Apartment","A0005","4","2","E0000","0","0","0","0","0"
"Indira Cottage","A0004","4","2","E0010","0","0","0","0","0"
"My Villa","A0003","2","2","E0000","0","0","0","0","0"
"Ndalem Panembahan","A0001","4","1","E0000","0","0","0","0","0"
"Omah Gerjen 29","A0001","4","1","E0000","0","0","0","0","0"
"Pendopo Andari","A0001","4","1","E0000","0","0","0","0","0"
"Pramestha Resort Town","A0006","2","1","E0000","0","0","0","0","0"
"Puri Pandawa","A0011","4","1","E0000","0","0","0","0","0"
"Roemah Boedi","A0001","5","1","E0003","5","0","0","0","0"
"Rumah Sarengat","A0001","4","1","E0011","0","0","0","0","0"
"The Sakura","A0010","4","2","E0000","0","0","0","0","0"
"Sawah Joglo","A0001","5","1","E0000","0","0","0","0","0"
"Singga Jo Villa","A0003","2","2","E0000","0","0","0","0","0"
"Summerhouse","A0017","2","2","E0000","0","0","0","0","0"
"Taman Asih","A0008","4","1","E0000","0","0","0","0","0"
"Tamu Ibu","A0001","1","1","E0009","0","0","0","0","0"
